Movie Name,Release Year,Rank,Director Name,Genres
Once Upon a Honeymoon,1942,6.3,Leo McCarey,"Comedy, Mystery, Romance"
Once Upon a Honeymoon,1956,4.2,Gower Champion,"Fantasy, Musical, Short"
Once Upon a Horse...,1958,5.8,Hal Kanter,"Comedy, Western"
Once Upon a Scoundrel,1973,5.5,George (I) Schaefer,Comedy
Once Upon a Time,1944,5.1,Alexander (I) Hall,"Comedy, Fantasy"
Once Upon a Time,1976,4.9,Rolf Kauka,"Animation, Family, Fantasy"
Once Upon a Time in America,1984,8.2,Sergio (I) Leone,"Crime, Drama"
Once Upon a Time in Mexico,2003,6.0,Robert (I) Rodriguez,"Action, Crime, Thriller"
Once Upon a Time in the Midlands,2002,5.7,Shane Meadows,Drama
Once Upon a Time... When We Were Colored,1995,7.2,Tim (I) Reid,Drama
Once Upon a Wintertime,1954,5.9,Hamilton Luske,"Animation, Family, Short"
Once We Were Strangers,1997,7.2,Emanuele Crialese,"Comedy, Romance"
Once Were Warriors,1994,7.8,Lee Tamahori,Drama
Once You Kiss a Stranger,1969,5.0,Robert Sparr,Thriller
Once a Doctor,1937,3.7,William Clemens,Drama
Once a Jolly Swagman,1948,6.1,Jack (III) Lee,"Comedy, Romance"
Once a Lady,1931,6.7,Guthrie McClintic,Drama
Once a Thief,1965,6.2,Ralph (I) Nelson,"Crime, Drama"
Once and Future Queen,2000,8.1,Todd Verow,Drama
Once in Paris...,1978,5.3,Frank D. Gilroy,Drama
Once in a Blue Moon,1995,6.8,Philip Spink,"Adventure, Family, Fantasy"
Once in a Lifetime,1932,6.6,Russell (I) Mack,Comedy
Once in the Life,2000,4.8,Laurence Fishburne,"Crime, Drama"
Once to Every Woman,1934,8.7,Lambert Hillyer,Drama
Oncle Yanco,1967,3.6,Agnès Varda,Short
Onda Nova,1983,6.8,José Antonio Fernández García,Comedy
Onda Nova,1983,6.8,Ícaro Martins,Comedy
"Ondata di piacere, Una",1975,7.4,Ruggero Deodato,"Drama, Thriller"
Onde Anda Voc,2004,7.3,Sergio Rezende,"Comedy, Drama"
Onde a Terra Acaba,2001,7.7,Sérgio Machado,Documentary
"Ondergrondse orkest, Het",1998,6.8,Heddy Honigmann,Documentary
Ondskan,2003,7.8,Mikael Håfström,Drama
Ondt blod,1996,6.5,Carsten Fromberg,Drama
One,1998,6.4,Tony (I) Barbieri,Drama
One (2001/II),2001,7.9,Stewart Hendler,"Drama, Short"
One 2 Ka 4,2001,5.3,Shashilal K. Nair,"Action, Comedy, Drama"
One A.M.,1916,8.0,Charles Chaplin,"Comedy, Family, Short"
One Against the World,1939,5.2,Fred Zinnemann,"Documentary, Short"
One Angry Dwarf,2001,8.4,Nick (III) Palmer,"Comedy, Short"
One Away,1976,6.8,Sidney Hayers,"Action, Crime, Drama"
One Blood Planet,2001,8.0,Jerry Decker,"Horror, Thriller"
One Body Too Many,1944,5.4,Frank (I) McDonald,"Comedy, Horror, Mystery"
One Cab's Family,1952,7.3,Tex Avery,"Animation, Comedy, Family, Short"
One Clean Move,1996,6.6,D.W. Brown,Short
One Crazy Summer,1986,5.9,Savage Steve Holland,Comedy
One Crowded Night,1940,5.9,Irving Reis,Drama
One Dark Night,1983,3.6,Tom McLoughlin,Horror
One Day Crossing,1999,7.8,Joan (III) Stein,Short
One Day in September,2000,7.6,Kevin Macdonald,Documentary
One Day in the Life of Ivan Denisovich,1970,6.8,Caspar Wrede,Drama
One Day...,2001,7.2,Michel Gondry,"Comedy, Short"
One Deadly Road,1998,7.0,Frank Adonis,"Action, Crime, Drama"
One Desire,1955,6.0,Jerry Hopper,Drama
"One Dollar Diary, The",2001,2.4,Dominic DeJoseph,Documentary
"One Down, Two to Go",1982,3.1,Fred Williamson,Action
One Droopy Knight,1957,7.0,Michael Lah,"Animation, Comedy, Family, Short"
One Eight Seven,1997,6.3,Kevin (I) Reynolds,"Drama, Thriller"
One Exciting Night,1922,4.6,D.W. Griffith,Mystery
One Eyed King,2001,4.5,Robert Moresco,"Crime, Drama, Thriller"
One False Move,1992,7.3,Carl Franklin,"Crime, Drama, Thriller"
One Fine Day,1996,6.2,Michael (I) Hoffman,"Comedy, Drama, Romance"
One Fine Day,1997,4.7,Kenneth Scicluna,Short
One Fine Day,1997,4.7,P.J. Vassallo,Short
One Flew Over the Cuckoo's Nest,1975,8.7,Milos Forman,Drama
One Foot in Heaven,1941,7.3,Irving Rapper,Drama
One Foot in Hell,1960,6.2,James B. (I) Clark,Western
One Frightened Night,1935,5.7,Christy Cabanne,"Comedy, Mystery"
One Froggy Evening,1955,9.0,Chuck (I) Jones,"Animation, Comedy, Family, Music, Short"
One Good Cop,1991,5.5,Heywood Gould,"Action, Crime, Drama"
One Good Turn,1931,7.5,James W. Horne,"Comedy, Short"
One Good Turn,1954,5.8,John Paddy Carstairs,Comedy
One Good Turn,1996,5.2,Tony Randel,Thriller
One Got Fat,1963,5.0,Dale Jennings,Short
One Ham's Family,1943,7.3,Tex Avery,"Animation, Comedy, Family, Short"
One Heavenly Night,1931,4.6,George Fitzmaurice,"Comedy, Romance"
One Hell of a Christmas,2002,2.5,Shaky Gonzalez,"Comedy, Horror"
One Hit Wonder,1999,5.8,Lawrence B. Schechter,Comedy
One Hour Photo,2002,7.1,Mark Romanek,"Drama, Thriller"
One Hour with You,1932,7.2,Ernst Lubitsch,"Comedy, Musical"
One Hour with You,1932,7.2,George Cukor,"Comedy, Musical"
One Hundred Men and a Girl,1937,6.8,Henry Koster,"Comedy, Music"
One Hundred and One Dalmatians,1961,7.1,Clyde Geronimi,"Animation, Comedy, Family, Thriller"
One Hundred and One Dalmatians,1961,7.1,Hamilton Luske,"Animation, Comedy, Family, Thriller"
One Hundred and One Dalmatians,1961,7.1,Wolfgang Reitherman,"Animation, Comedy, Family, Thriller"
"One Is Business, the Other Crime",1912,6.5,D.W. Griffith,"Drama, Short"
One Is a Lonely Number,1972,5.8,Mel Stuart,Drama
One Last Chance,2004,4.8,Stewart Svaasand,"Comedy, Drama"
One Last Dance,2003,3.9,Lisa Niemi,Drama
One Last Fling,1949,6.0,Peter (I) Godfrey,Comedy
One Leg Kicking,2001,3.1,Eric Khoo,Comedy
One Leg Kicking,2001,3.1,Wei Koh,Comedy
One Life Stand,2000,1.6,May Miles Thomas,Drama
One Little Indian,1973,5.4,Bernard (II) McEveety,"Comedy, Drama, Family, Western"
One Love (2003/II),2003,7.6,Don Letts,"Drama, Romance"
One Love (2003/II),2003,7.6,Rick Elgood,"Drama, Romance"
One Magic Christmas,1985,5.9,Phillip Borsos,Fantasy
One Man,1977,4.9,Robin Spry,Drama
One Man Army,1994,3.0,Cirio H. Santiago,"Action, Crime"
One Man Force,1989,4.6,Dale Trevillion,"Action, Crime, Drama"
"One Man Jury, The",1978,4.5,Charles (III) Martin,Crime
One Man Out,1989,4.7,Michael (I) Kennedy,"Action, Thriller"
One Man Show: A Musical Documentary,2004,6.8,Ira Rosensweig,Documentary
One Man's Hero,1999,5.4,Lance Hool,"Action, Drama, Romance, War, Western"
One Man's Way,1964,6.5,Denis Sanders,Drama
One Meat Brawl,1947,7.4,Robert McKimson,"Animation, Comedy, Family, Short"
One Million B.C.,1940,5.5,D.W. Griffith,"Adventure, Sci-Fi"
One Million B.C.,1940,5.5,Hal Roach,"Adventure, Sci-Fi"
One Million B.C.,1940,5.5,Hal Roach Jr.,"Adventure, Sci-Fi"
One Million Years B.C.,1966,5.3,Don Chaffey,"Adventure, Fantasy, Sci-Fi"
One Minute Before Death,1972,2.3,Rogelio A. González Jr.,Horror
One Minute to Zero,1952,5.2,Tay Garnett,"Drama, War"
One More Kiss,1999,6.1,Vadim Jean,Romance
One More River,1934,4.9,James (I) Whale,Drama
One More Saturday Night,1986,5.2,Dennis (I) Klein,Comedy
One More Shot,1996,7.3,Robert McNamarra,Drama
One More Spring,1935,6.5,Henry (I) King,"Comedy, Drama"
One More Time,1931,6.2,Rudolf Ising,"Animation, Comedy, Family, Musical, Short"
One More Time (1970/I),1970,4.9,Jerry (I) Lewis,Comedy
One More Tomorrow,1946,6.0,Peter (I) Godfrey,Drama
One More Train to Rob,1971,5.0,Andrew V. McLaglen,Western
One Mysterious Night,1944,6.6,Budd Boetticher,"Crime, Drama, Mystery"
One Nation Under God,1993,6.5,Francine Rzeznik,Documentary
One Nation Under God,1993,6.5,Teodoro Maniaci,Documentary
One Night Stand,1984,5.2,John Duigan,Drama
One Night Stand,1995,4.8,Talia Shire,Drama
One Night Stand,1997,5.7,Mike Figgis,Drama
One Night at McCool's,2001,6.2,Harald Zwart,"Comedy, Crime"
One Night in Lisbon,1941,6.5,Edward H. Griffith,Comedy
One Night in the Tropics,1940,5.8,A. Edward Sutherland,"Comedy, Musical"
One Night of Love,1934,7.1,Victor Schertzinger,"Music, Romance"
One Night the Moon,2001,6.3,Rachel (I) Perkins,"Drama, Musical"
One Night with You,1948,5.9,Terence Young,"Comedy, Musical"
One On One,1977,6.1,Lamont (I) Johnson,Drama
One On One,2000,9.0,Jacob Ward,Short
One P.M.,1972,4.4,D.A. Pennebaker,Documentary
One P.M.,1972,4.4,Jean-Luc Godard,Documentary
One Perfect Day,2004,6.4,Paul Currie,Drama
One Point O,2004,5.4,Jeff Renfroe,"Mystery, Sci-Fi, Thriller"
One Point O,2004,5.4,Marteinn Thorsson,"Mystery, Sci-Fi, Thriller"
"One Potato, Two Potato",1964,7.0,Larry Peerce,Drama
One Rainy Afternoon,1936,5.6,Rowland V. Lee,Comedy
One Romantic Night,1930,3.8,Paul L. Stein,"Comedy, Romance"
One Run Elmer,1935,6.6,Buster Keaton,"Comedy, Short"
One Small Hero,1999,3.5,Jennifer Marchese,Comedy
One Soldier,1999,8.5,Steven (I) Wright,"Comedy, Short"
One Spy Too Many,1966,5.6,Joseph Sargent,"Action, Adventure, Comedy, Crime, Thriller"
One Step Closer,2001,7.9,Sarah Walkom,"Drama, Short"
One Step to Hell,1967,4.6,Sandy (I) Howard,"Action, Adventure"
One Sunday Afternoon,1933,7.4,Stephen (I) Roberts,"Comedy, Romance"
One Sunday Afternoon,1948,6.6,Raoul Walsh,"Musical, Romance"
One Survivor Remembers,1995,6.6,Kary Antholis,"Documentary, Short"
One Take,1997,7.1,Dan Wachspress,Drama
"One That Got Away, The",1957,7.1,Roy Ward Baker,"Drama, War"
One Third of a Nation,1939,5.8,Dudley Murphy,Drama
One Thousand Words,2001,3.6,Adam T. Blair,Short
One Too Many,1916,3.8,Will Louis,"Comedy, Short"
One Touch of Venus,1948,6.3,Gregory La Cava,"Comedy, Fantasy"
One Touch of Venus,1948,6.3,William A. Seiter,"Comedy, Fantasy"
One Tough Bastard,1995,4.5,Kurt Wimmer,"Action, Thriller"
One Tough Cop,1998,4.8,Bruno Barreto,"Action, Crime"
One Trick Pony,1980,5.1,Robert M. (I) Young,Drama
One True Thing,1998,7.0,Carl Franklin,Drama
One Vision,1998,3.5,Rob (I) Stone,Documentary
One Way Out,1930,4.1,Arthur Hurley,"Comedy, Short"
One Way Pendulum,1964,4.8,Peter (I) Yates,Comedy
One Way Street,1950,6.3,Hugo Fregonese,"Crime, Drama, Film-Noir"
One Week,1920,8.4,Buster Keaton,"Comedy, Short"
One Week,1920,8.4,Edward F. Cline,"Comedy, Short"
One Week,2000,5.1,Carl Seaton,Drama
One Wet Night,1924,5.4,William (I) Watson,"Comedy, Short"
One Wild Oat,1951,5.1,Charles Saunders,Comedy
"One and Only, Genuine, Original Family Band, The",1968,5.4,Michael O'Herlihy,"Comedy, Family, Musical"
"One and Only, The",1978,5.3,Carl Reiner,"Comedy, Romance"
"One and Only, The",2002,4.8,Simon Cellan Jones,"Comedy, Romance"
One by One,1974,8.6,Claude Du Boc,Documentary
One for the Book,1939,5.6,Roy Mack,"Comedy, Musical, Short"
One for the Road,2003,5.7,Chris (IV) Cooke,Comedy
One from the Heart,1982,5.8,Francis Ford Coppola,"Drama, Romance"
One in a Million,1936,6.7,Sidney Lanfield,"Comedy, Musical, Romance"
One of Five,2002,9.5,Justin Choma Zimmerman,"Documentary, Short"
One of Our Aircraft Is Missing,1942,7.5,Emeric Pressburger,"Drama, War"
One of Our Aircraft Is Missing,1942,7.5,Michael (I) Powell,"Drama, War"
One of Our Dinosaurs Is Missing,1975,4.9,Robert (I) Stevenson,"Adventure, Comedy, Family, Mystery, Thriller"
One of Our Spies Is Missing,1966,5.6,E. Darrell Hallenbeck,"Action, Adventure, Comedy, Crime"
One of Them,1998,6.4,Peter (I) Wells,Drama
One of Them,1998,6.4,Stewart Main,Drama
One of Those Days,1988,7.0,Bill Plympton,"Animation, Comedy, Short"
One of the Hollywood Ten,2000,5.9,Karl Francis,Drama
"One, The (2001/I)",2001,5.4,James (IV) Wong,"Action, Sci-Fi, Thriller"
"One, Two, Three",1961,7.8,Billy Wilder,Comedy
One-Armed Executioner,1983,4.4,Bobby A. Suarez,"Action, Drama"
One-Eyed Jacks,1961,7.1,Marlon Brando,Western
One-Room Schoolhouses,1935,5.1,Elmer Myers,"Documentary, Short"
One-Room Schoolhouses,1935,5.1,Karl Myers,"Documentary, Short"
Onegin,1999,6.4,Martha Fiennes,Drama
"Onfatsoenlijke vrouw, De",1991,5.8,Ben Verbong,Drama
Ong-bak,2003,7.0,Prachya Pinkaew,"Action, Adventure"
Oni srazhalis za rodinu,1975,7.7,Sergei Bondarchuk,"Drama, War"
Onibaba,1964,8.2,Kaneto Shindô,"Drama, Horror"
Onibi,1997,4.1,Rokuro Mochizuki,Drama
"Onion Field, The",1979,7.0,Harold Becker,"Crime, Drama"
Onionhead,1958,5.5,Norman Taurog,"Comedy, Drama"
Onkel Bill fra New York,1959,5.5,Peer Guldbrandsen,"Comedy, Romance"
Onkel Danny - Portrt af en karma cowboy,2002,4.4,Lars Movin,Documentary
Onkel Danny - Portrt af en karma cowboy,2002,4.4,Steen Møller Rasmussen,Documentary
Onkel Joakims hemmelighed,1967,6.2,Carl Ottosen,Family
Onkel Toms Htte,1965,4.6,Géza von Radványi,Drama
"Onkel aus Amerika, Der",1953,4.7,Carl Boese,Comedy
Onks' Viljoo nkyny?,1988,4.2,Hannu Seikkula,Comedy
Onkyo seimeitai Noiseman,1997,8.2,Kôji Morimoto,"Animation, Short"
Only Angels Have Wings,1939,7.6,Howard Hawks,Drama
"Only Game in Town, The",1970,4.9,George (I) Stevens,Drama
Only Once,1998,7.8,Rocco Devilliers,Drama
"Only Thrill, The",1997,5.5,Peter (I) Masterson,"Drama, Romance"
Only Two Can Play,1962,6.2,Sidney Gilliat,Comedy
"Only Way, The",1970,6.0,Bent (I) Christensen,"Drama, War"
Only When I Larf,1968,6.0,Basil Dearden,"Adventure, Comedy, Crime"
Only When I Laugh,1981,6.0,Glenn (I) Jordan,"Comedy, Drama"
Only Yesterday,1933,7.0,John M. Stahl,Drama
Only You,1994,6.1,Norman Jewison,"Comedy, Romance"
Only You (1992/I),1992,5.5,Betty (I) Thomas,"Comedy, Romance"
Only a Buck,1987,7.4,Gerry Cook,Comedy
Only the Brave,1994,5.5,Ana Kokkinos,"Drama, Romance"
Only the Lonely,1991,5.9,Chris Columbus,"Comedy, Romance"
Only the News That Fits,1989,5.0,Peter Raymont,Documentary
Only the Strong,1993,5.5,Sheldon Lettich,Action
Only the Strong Survive,2002,6.7,Chris Hegedus,"Documentary, Music"
Only the Strong Survive,2002,6.7,D.A. Pennebaker,"Documentary, Music"
Only the Valiant,1951,6.1,Gordon Douglas,"Adventure, Western"
Onmyoji,2001,6.0,Yojiro Takita,"Action, Drama, Fantasy, Horror"
Onna ga kaidan o agaru toki,1960,7.8,Mikio Naruse,Drama
Onna hissatsu ken,1974,5.3,Kazuhiko Yamaguchi,Action
Onna rihatsushi no koi,2003,5.6,Masahiro (I) Kobayashi,"Drama, Romance"
Onnellinen ministeri,1941,5.2,T.J. Särkkä,Comedy
Onnen maa,1993,6.7,Markku Pölönen,Drama
Ono,1989,8.8,Sergei Ovcharov,"Comedy, Drama"
"Onorevole Angelina, L'",1947,4.9,Luigi Zampa,Drama
"Onorevoli, Gli",1963,7.8,Sergio Corbucci,Comedy
Onsime horloger,1912,7.0,Jean (I) Durand,"Drama, Fantasy, Short"
"Onterechte kampioen, De",2003,7.8,Marco Jansen,"Documentary, Short"
"Onterechte kampioen, De",2003,7.8,Theo Maassen,"Documentary, Short"
"Ooh, You Are Awful",1972,4.3,Cliff Owen,Comedy
Oops!,1999,7.1,Mark (III) Bellamy,"Comedy, Short"
Oops!,2003,1.3,Deepak Tijori,Drama
Ooru naito rongu,1992,6.7,Katsuya Matsumura,"Drama, Horror"
Op de fiets naar Hollywood,1993,1.3,Robbe De Hert,Documentary
Op de fiets naar Hollywood,1993,1.3,Willum Thijssen,Documentary
Op het randje ...,2002,5.7,Sally De Donder,"Comedy, Drama, Short"
Op hoop van zegen,1986,6.2,Guido Pieters,Drama
Opasen char,1984,9.3,Ivan Andonov,"Comedy, Thriller"
Opasno dlya zhizni!,1985,7.3,Leonid Gaidai,Comedy
Opasnye gastroli,1969,4.9,Georgi Yungvald-Khilkevich,Action
Open All Night,1924,6.5,Paul Bern,Comedy
Open Fire,1988,4.9,Roger Mende,"Action, Drama"
Open Fire (1994/I),1994,3.2,Kurt (I) Anderson,"Action, Thriller"
Open House,1982,6.3,Atom Egoyan,Short
Open House,1987,3.7,Jag Mundhra,"Horror, Thriller"
Open House,2004,7.0,Dan Mirvish,Musical
Open Mic,2000,7.5,Jason Dudek,"Comedy, Documentary"
Open Range,2003,7.6,Kevin Costner,"Drama, Western"
Open Season,1996,5.0,Robert Wuhl,Comedy
Open Season,1999,9.6,Chris Lopata,Short
Open Secret,1948,5.8,John (I) Reinhardt,"Crime, Drama"
Open Water,2003,6.1,Chris Kentis,"Drama, Thriller"
Open Window,1972,7.2,Richard (I) Patterson,Short
Opening Night,1977,7.4,John Cassavetes,Drama
Opening Speech,1960,6.6,Norman McLaren,"Animation, Comedy, Short"
Opening of the Pan-American Exposition Showing Vice President Roosevelt Leading the Procession (1901,1901,3.2,James H. White,Documentary
Opera,1987,6.9,Dario Argento,"Crime, Horror, Mystery, Thriller"
"Opera Lover, The",1999,6.5,Ron Lazzeretti,Comedy
"Opera Lover, The",1999,6.5,Venturino Liberatore,Comedy
Opera No. 1,1994,7.9,Hal Hartley,Short
Operacin Fangio,1999,3.3,Alberto Lecchi,"Action, Comedy"
Operacin Goldman,1966,3.7,Antonio Margheriti,"Adventure, Sci-Fi"
Operacin gnada,2000,4.4,Daniel F. Amselem,Comedy
"Operai, contadini",2001,7.8,Danièle Huillet,"Documentary, Drama"
"Operai, contadini",2001,7.8,Jean-Marie Straub,"Documentary, Drama"
Operasjon Cobra,1978,5.2,Ola Solum,"Adventure, Crime, Family"
Operasjon Lvsprett,1962,4.8,Knut Andersen,"Comedy, Musical"
Operasjon sjspryt,1964,4.3,Knut Bohwim,"Comedy, Musical"
Operation,1998,9.8,Jason Reitman,"Comedy, Short"
Operation Amsterdam,1959,5.9,Michael (I) McCarthy,"Drama, War"
Operation Bikini,1963,4.5,Anthony Carras,"Drama, War"
Operation Bluebird,1999,4.2,Stefan Holtz,"Action, Short, Thriller"
Operation Bottleneck,1961,4.2,Edward L. Cahn,"Drama, War"
Operation C.I.A.,1965,5.2,Christian Nyby,"Drama, Thriller"
Operation Conspiracy,1957,5.1,Joseph (II) Sterling,Thriller
Operation Crossbow,1965,6.4,Michael (I) Anderson,"Drama, War"
Operation Daybreak,1975,6.2,Lewis (II) Gilbert,"Adventure, Drama, War"
Operation Dead End,1986,6.9,Nikolai Müllerschön,Drama
Operation Delta Force,1997,3.6,Sam Firstenberg,"Action, Thriller"
Operation Delta Force 3: Clear Target,1998,2.9,Mark (I) Roper,Action
Operation Dirty Dozen,1967,6.5,Ronald Saland,"Documentary, Short"
Operation Dumbo Drop,1995,4.8,Simon Wincer,"Action, Adventure, Comedy, War"
Operation Eichmann,1961,5.7,R.G. Springsteen,Drama
Operation Ganymed,1977,6.1,Rainer Erler,Sci-Fi
Operation Golden Phoenix,1993,3.1,Jalal Merhi,Action
Operation Haylift,1950,4.7,William A. Berke,Drama
Operation Mad Ball,1957,5.9,Richard Quine,"Comedy, War"
Operation Pacific,1951,6.1,George Waggner,"Drama, War"
Operation Petticoat,1959,7.3,Blake Edwards,"Comedy, War"
Operation Secret,1952,6.0,Lewis Seiler,"Drama, War"
Operation Snatch,1962,4.3,Robert (I) Day,"Comedy, War"
Operation Splitsville,1999,4.0,Lynn Hamrick,Comedy
Operation Warzone,1990,1.4,David A. Prior,"Action, War"
Operation: Rabbit,1952,8.3,Chuck (I) Jones,"Animation, Comedy, Family, Short"
"Operative, The",2000,4.1,Robert (III) Lee,Action
Operator 13,1934,5.2,Richard Boleslawski,"Drama, Romance"
"Operator, The",2000,5.2,Jon Dichter,"Drama, Thriller"
Operatsiya Y i drugiye priklyucheniya Shurika,1965,9.0,Leonid Gaidai,Comedy
Operazione Kappa: sparate a vista,1977,3.5,Luigi Petrini,Thriller
Operazione San Gennaro,1967,6.0,Dino Risi,"Comedy, Crime"
Operazione San Pietro,1967,5.0,Lucio Fulci,"Comedy, Crime"
Operazione paura,1966,6.9,Mario Bava,Horror
Operette,1940,8.1,Karl Hartl,Musical
Operette,1940,8.1,Robert Naestelberger,Musical
Operette,1940,8.1,Willi Forst,Musical
Opernball,1939,6.5,Géza von Bolváry,"Comedy, Musical, Romance"
Opernball,1956,5.8,Ernst Marischka,"Comedy, Musical"
Ophlia,1963,7.2,Claude Chabrol,Drama
Opinberun Hannesar,2004,2.7,Hrafn Gunnlaugsson,"Comedy, Drama"
"Opinio Pblica, A",1967,5.6,Arnaldo Jabor,Documentary
Opname,1979,7.7,Erik van Zuylen,Drama
Opname,1979,7.7,Marja Kok,Drama
Opopomoz,2003,5.7,Enzo D'Alò,Animation
"Opponent, The",2000,5.4,Eugene Jarecki,Drama
"Opportunists, The",2000,5.9,Myles Connell,"Comedy, Crime, Drama"
Opportunity Knocks (1990/I),1990,5.4,Donald Petrie,Comedy
Opposing Force,1986,5.0,Eric Karson,Drama
"Opposite Sex and How to Live with Them, The",1993,4.0,Matthew Meshekoff,"Comedy, Romance"
"Opposite Sex, The",1956,6.3,David (I) Miller,Musical
"Opposite of Sex, The",1998,6.7,Don Roos,Comedy
"Opra de quat'sous, L'",1931,8.5,Georg Wilhelm Pabst,"Comedy, Crime, Musical"
"Opra mouffe, L'",1958,5.0,Agnès Varda,Short
"Opration Corned-Beef, L'",1991,5.6,Jean-Marie Poiré,Comedy
Opration bton,1954,4.6,Jean-Luc Godard,"Documentary, Short"
Opri,1954,7.6,Edvin Laine,"Comedy, Drama"
"Optical Poem, An",1937,8.2,Oskar Fischinger,"Animation, Musical, Short"
Optimistic,2002,7.8,Bobby Miller,Short
"Optimists, The",1973,6.5,Anthony Simmons,Drama
Opus 66,1998,6.2,Lionel Delplanque,Short
Opus I,1921,6.6,Walter Ruttmann,"Animation, Short"
Opus III,1924,7.5,Walter Ruttmann,"Animation, Short"
Opus IV,1925,6.9,Walter Ruttmann,"Animation, Short"
"Ora di religione: Il sorriso di mia madre, L'",2002,6.8,Marco Bellocchio,Drama
Ora pro nobis,1979,8.1,Stéphane Marti,Short
"Ora sola ti vorrei, Un'",2002,8.7,Alina Marazzi,Documentary
"Oracle de Delphes, L'",1903,4.1,Georges Méliès,Short
"Oracle, The",1953,6.6,C.M. Pennington-Richards,"Comedy, Fantasy"
"Oraia ton Athinon, I",1954,7.9,Nikos Tsiforos,Comedy
Orange County,2002,6.1,Jake Kasdan,Comedy
Oranges,2004,6.6,Kristian Pithie,"Drama, Short"
Oranges and Lemons,1923,5.3,George Jeske,"Comedy, Short"
Oranges: Revenge of the Eggplant,2004,8.3,Mike Stoklasa,Comedy
Orapronobis,1989,6.0,Lino Brocka,Action
Oratotis miden,1970,7.0,Nikos Foskolos,Drama
Orazi e curiazi,1961,3.9,Ferdinando Baldi,"Action, Drama"
Orazi e curiazi,1961,3.9,Terence Young,"Action, Drama"
"Orbitrons, The",1990,5.7,Christopher C. Frieri,Sci-Fi
Orca,1977,4.5,Michael (I) Anderson,"Action, Drama, Horror, Thriller"
"Orca, La",1976,5.7,Eriprando Visconti,"Crime, Drama, Thriller"
Orchesterprobe,1933,6.7,Carl Lamac,Short
Orchestra Wives,1942,5.8,Archie Mayo,Musical
"Orchestra, The (1990/I)",1990,9.0,Zbigniew Rybczynski,"Animation, Fantasy, Musical, Mystery"
"Orchestre rouge, L'",1989,6.6,Jacques Rouffio,"Adventure, Thriller"
Orchidgartneren,1977,1.1,Lars von Trier,Short
Orchids and Ermine,1927,6.1,Alfred Santell,"Comedy, Romance"
"Orde Der Dingen, De",1996,8.6,Martin Koolhoven,Short
Ordeal by Innocence,1984,4.2,Desmond (I) Davis,Mystery
"Order of the Black Eagle, The",1985,1.6,Worth Keeter,"Adventure, Thriller"
"Order, The",2001,4.2,Sheldon Lettich,"Action, Drama, Thriller"
"Order, The",2003,4.5,Brian Helgeland,"Horror, Mystery, Thriller"
Orders Are Orders,1954,4.5,David Paltenghi,Comedy
Orders to Kill,1958,6.2,Anthony Asquith,War
Ordet,1943,8.2,Gustaf Molander,Drama
Ordet,1955,7.7,Carl Theodor Dreyer,Drama
Ordinary Decent Criminal,2000,6.2,Thaddeus O'Sullivan,"Comedy, Crime"
Ordinary Magic,1993,4.7,Giles (I) Walker,Drama
Ordinary People,1980,7.8,Robert (I) Redford,Drama
Ordinary Sinner,2001,4.8,John Henry Davis,"Drama, Romance"
"Ordres, Les",1974,8.0,Michel Brault,Drama
Ore ni sawaru to abunaize,1966,7.2,Yasuharu Hasebe,"Action, Crime, Thriller"
Oregon,2000,5.3,Rafael Fernandez,"Sci-Fi, Short"
"Oregon Trail, The",1936,4.0,Scott Pembroke,Western
"Oregon Trail, The",1959,4.7,Gene Fowler Jr.,Western
"Oreille d'un sourd, L'",1996,5.9,Mario Bolduc,Comedy
Orfeo 9,1970,7.4,Tito Schipa Jr.,"Drama, Musical"
Orfeu,1999,6.6,Carlos (I) Diegues,"Drama, Romance"
Orfeu Negro,1959,7.5,Marcel Camus,"Comedy, Drama, Romance"
"Orga de los muertos, La",1973,3.9,José Luis Merino,Horror
"Orga nocturna de los vampiros, La",1973,4.5,León Klimovsky,Horror
Organ,1996,4.5,Kei Fujiwara,Horror
Organ Cranker,1998,8.6,Jon Foulk,"Animation, Short"
Organ Grinder's Swing,1937,5.4,Dave Fleischer,"Animation, Comedy, Short"
"Organization, The",1971,5.8,Don Medford,"Crime, Drama"
Orgasmo,1969,2.6,Umberto Lenzi,"Drama, Thriller"
Orgazmo,1997,5.6,Matt (I) Stone,"Comedy, Sci-Fi"
Orgazmo,1997,5.6,Trey (I) Parker,"Comedy, Sci-Fi"
"Orgia, L'",1978,7.0,Francesc Bellmunt,Comedy
"Orgueilleux, Les",1953,6.8,Rafael E. Portas,Drama
"Orgueilleux, Les",1953,6.8,Yves Allégret,Drama
Orgy of the Dead,1965,2.1,Stephen C. Apostolof,"Fantasy, Horror"
Oriana,1985,8.0,Fina (I) Torres,Drama
"Origen del problema, El",1997,6.8,Alber Ponte,Short
"Origin of Man, The",2000,5.5,Stuart Hynson Culpepper,Drama
Original Cast Album-Company,1970,9.0,D.A. Pennebaker,Documentary
Original Gangstas,1996,5.3,Larry (I) Cohen,"Crime, Drama"
"Original Kings of Comedy, The",2000,6.1,Spike Lee,"Comedy, Documentary"
"Original Latin Kings of Comedy, The",2002,7.0,Jeb Brien,Comedy
"Original Movie., The",1922,7.2,Tony Sarg,"Animation, Comedy, Short"
Original Schtick,1999,9.7,Maciek Wszelaki,"Comedy, Documentary"
Original Sin,2001,5.5,Michael Cristofer,"Drama, Romance, Thriller"
Original falsifikata,1991,8.0,Dragan Kresoja,Drama
